"tournament_name","winner","time","player","atp","score","odds","aces","df","fspp","fsp","ssp","bps","mpr","frp","srp","bpc","spw","rpw","tpw","mgr","sgw","rgw","tgw","tournament_court"
"Montpellier (France), hard (indoor) - Quarter-finals","0","05.02.2016 18:15","Mathieu P.",69,2,"1.72",17,4,0.69,7,4,44,48,50,20,31,38,42,24,28,59,6,39,"hard (indoor) "
"Montpellier (France), hard (indoor) - Quarter-finals","1","05.02.2016 21:00","Baghdatis M.",44,0,"2.75",3,1,0.61,5,2,42,40,8,27,22,8,36,25,25,41,2,27,"hard (indoor) "
"Montpellier (France), hard (indoor) - Quarter-finals","1","05.02.2016 22:45","Bemelmans R.",180,0,"2.25",1,1,0.7,6,1,30,31,31,14,11,11,27,21,19,28,4,20,"hard (indoor) "
"Montpellier (France), hard (indoor) - Quarter-finals","1","06.02.2015 15:10","Simon G.",32,0,"1.44",1,0,0.58,5,2,28,40,6,14,36,16,27,25,19,32,2,22,"hard (indoor) "
"Montpellier (France), hard (indoor) - Quarter-finals","1","06.02.2015 17:10","Kohlschreiber P.",27,0,"1.28",4,0,0.5,7,3,37,45,37,21,34,11,34,29,25,44,11,32,"hard (indoor) "
"Montpellier (France), hard (indoor) - Quarter-finals","1","06.02.2015 20:10","Istomin D.",107,0,"4.5",3,0,0.67,4,1,51,37,1,7,28,1,42,15,21,49,1,24,"hard (indoor) "
"Montpellier (France), hard (indoor) - Quarter-finals","1","06.02.2015 21:35","Darcis S.",108,1,"3",0,2,0.7,5,2,37,38,34,21,27,16,34,25,23,48,56,28,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","1","06.02.2016 16:00","Zverev A.",29,0,"1.8",15,0,0.8,6,3,47,37,8,19,27,20,43,22,25,46,10,33,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","1","06.02.2016 18:15","Brown D.",87,1,"3.75",17,4,0.69,8,9,34,36,31,37,20,20,31,34,26,40,24,37,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","0","07.02.2015 15:55","Janowicz J.",228,2,"1.4",14,3,0.67,6,5,43,43,15,20,34,43,39,27,28,50,22,41,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","0","07.02.2015 18:10","Gasquet R.",15,2,"1.72",1,0,0.62,6,3,46,42,56,24,36,47,39,27,30,61,26,50,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","1","08.02.2014 15:55","Nieminen J.",1031,1,"5",0,0,0.7,5,3,29,47,35,13,31,3,31,20,21,38,62,25,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","1","08.02.2014 17:35","Janowicz J.",228,0,"2.62",16,4,0.62,10,2,46,46,45,13,23,3,41,15,24,63,62,37,"hard (indoor) "
"Montreal (Canada), hard - Final","0","16.08.2015 22:15","Murray A.",2,2,"2.75",8,5,0.6,6,3,40,35,49,28,41,12,33,34,28,51,22,42,"hard "
"Montreal (Canada), hard - Final","1","11.08.2013 22:15","Raonic M.",6,0,"5",4,3,0.5,7,1,32,33,1,14,70,1,25,10,13,24,1,14,"hard "
"Montreal (Canada), hard - Quarter-finals","0","14.08.2015 21:20","Chardy J.",56,2,"2.2",12,6,0.66,8,3,53,54,55,15,24,11,49,18,28,65,49,37,"hard "
"Montreal (Canada), hard - Quarter-finals","1","15.08.2015 02:00","Gulbis E.",101,1,"11",9,7,0.55,6,3,40,39,19,13,13,38,33,18,23,40,13,32,"hard "
"Montreal (Canada), hard - Quarter-finals","0","15.08.2015 05:00","Nishikori K.",7,2,"1.8",5,3,0.58,7,5,51,35,37,27,31,3,38,38,33,60,37,57,"hard "
"Montreal (Canada), hard - Quarter-finals","0","15.08.2015 06:50","Murray A.",2,2,"1.3",3,2,0.65,6,3,41,48,2,29,45,38,39,34,31,2,13,47,"hard "
"Montreal (Canada), hard - Quarter-finals","0","09.08.2013 19:10","Davydenko N.",NA,0,"1.72",0,1,0.75,3,0,13,40,37,1,1,1,17,3,9,1,1,1,"hard "
"Montreal (Canada), hard - Quarter-finals","1","09.08.2013 21:10","Gulbis E.",101,1,"2.2",6,11,0.59,7,2,51,39,31,17,21,24,40,25,26,59,6,37,"hard "
"Montreal (Canada), hard - Quarter-finals","1","10.08.2013 01:10","Gasquet R.",15,0,"6.5",3,5,0.39,4,1,46,22,12,16,4,1,22,12,11,19,1,9,"hard "
"Montreal (Canada), hard - Quarter-finals","1","10.08.2013 03:10","Matosevic M.",313,0,"9",5,3,0.62,4,1,40,36,28,10,13,1,35,16,21,38,1,20,"hard "
"Montreal (Canada), hard - Semi-finals","1","15.08.2015 22:10","Chardy J.",56,0,"13",2,3,0.66,4,1,46,33,31,9,7,1,37,12,22,51,1,27,"hard "
"Montreal (Canada), hard - Semi-finals","0","16.08.2015 03:15","Murray A.",2,2,"1.66",8,1,0.61,11,8,51,40,12,39,58,41,41,55,42,46,65,66,"hard "
"Montreal (Canada), hard - Semi-finals","0","10.08.2013 22:10","Raonic M.",6,2,"1.33",9,5,0.57,5,3,52,32,41,17,26,16,37,22,25,57,56,32,"hard "
"Montreal (Canada), hard - Semi-finals","0","11.08.2013 03:15","Nadal R.",5,2,"3",7,1,0.7,6,2,42,47,37,22,19,30,40,27,28,58,6,35,"hard "
"Moscow (Russia), hard (indoor) - Final","1","25.10.2015 15:10","Bautista-Agut R.",17,0,"3",5,0,0.74,4,1,39,40,1,18,41,1,36,28,24,51,1,27,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Final","0","19.10.2014 15:30","Cilic M.",9,2,"1.4",10,1,0.66,6,3,39,57,2,24,30,38,41,26,29,2,13,47,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Final","1","20.10.2013 14:30","Kukushkin M.",66,1,"4.5",15,1,0.53,6,3,38,42,35,28,39,16,33,30,27,44,13,34,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Quarter-finals","0","23.10.2015 13:15","Bautista-Agut R.",17,2,"1.12",3,0,0.53,7,4,48,55,23,29,47,58,44,37,35,60,37,54,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Quarter-finals","0","23.10.2015 15:10","Kohlschreiber P.",27,2,"1.44",3,1,0.66,5,5,47,52,2,28,48,38,44,36,35,2,26,54,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Quarter-finals","0","23.10.2015 20:00","Donskoy E.",79,2,"2.25",3,2,0.49,7,5,56,40,2,27,34,47,40,36,33,2,30,57,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Quarter-finals","1","23.10.2015 22:25","Kuznetsov An.",42,0,"4",4,1,0.65,4,1,21,26,12,12,34,1,18,21,13,19,1,9,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","1","24.10.2015 15:45","Donskoy E.",79,0,"5.5",3,2,0.57,5,1,36,28,23,13,40,1,26,24,20,24,1,14,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","0","24.10.2015 17:35","Bautista-Agut R.",17,2,"1.66",5,0,0.54,6,3,55,55,2,25,41,50,48,30,33,2,13,47,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","1","18.10.2014 17:15","Gulbis E.",101,0,"1.8",7,0,0.58,6,1,45,36,45,11,10,1,36,17,22,51,1,27,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","0","18.10.2014 19:20","Cilic M.",9,2,"1.3",10,1,0.54,6,5,46,39,45,39,31,22,36,35,30,57,24,46,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","1","19.10.2013 15:50","Seppi A.",88,1,"1.72",3,3,0.67,8,5,29,31,12,29,51,42,25,39,23,24,30,31,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","1","19.10.2013 18:10","Karlovic I.",23,0,"3.75",15,1,0.69,5,1,56,29,1,6,12,1,44,14,23,53,1,28,"hard (indoor) "
"Munich (Germany), clay - Final","0","01.05.2016 14:40","Kohlschreiber P.",27,2,"1.9",4,0,0.7,7,3,37,45,10,32,37,30,35,34,28,42,17,34,"clay "
"Munich (Germany), clay - Final","1","04.05.2015 12:10","Kohlschreiber P.",27,1,"3.25",11,0,0.68,5,3,49,46,45,16,37,30,44,23,27,65,4,40,"clay "
"Munich (Germany), clay - Final","0","04.05.2014 14:05","Klizan M.",30,2,"3.75",5,5,0.57,6,7,42,34,28,32,43,3,32,35,29,46,38,48,"clay "
"Munich (Germany), clay - Quarter-finals","1","29.04.2016 12:10","Dodig I.",73,1,"5.5",5,5,0.63,9,3,42,35,15,16,26,38,34,21,23,50,6,32,"clay "
"Munich (Germany), clay - Quarter-finals","0","29.04.2016 14:45","Zverev A.",29,2,"2.37",10,6,0.66,7,4,38,34,35,35,35,24,32,39,30,42,36,44,"clay "
"Munich (Germany), clay - Quarter-finals","1","29.04.2016 17:30","Kovalik J.",125,1,"6",2,0,0.6,7,4,23,52,29,26,34,24,29,31,24,38,14,32,"clay "
"Munich (Germany), clay - Quarter-finals","0","29.04.2016 19:40","Kohlschreiber P.",27,2,"1.5",3,0,0.64,6,6,35,65,2,36,52,50,41,39,34,2,37,57,"clay "
"Munich (Germany), clay - Quarter-finals","1","02.05.2015 11:10","Rosol L.",82,1,"7",5,3,0.68,8,5,33,31,35,19,41,47,28,28,24,34,14,28,"clay "
"Munich (Germany), clay - Quarter-finals","1","02.05.2015 11:10","Estrella V.",84,1,"4.5",0,1,0.69,4,2,24,30,23,21,13,11,22,20,16,21,67,15,"clay "
"Munich (Germany), clay - Quarter-finals","0","02.05.2015 13:05","Melzer G.",91,2,"5",5,2,0.64,8,3,39,41,37,22,38,33,35,31,28,51,13,37,"clay "
"Munich (Germany), clay - Quarter-finals","1","02.05.2015 13:30","Goffin D.",14,1,"2.25",5,1,0.48,5,5,44,51,28,20,34,55,40,26,26,48,14,35,"clay "
"Munich (Germany), clay - Semi-finals","0","30.04.2016 14:45","Thiem D.",10,2,"1.44",6,9,0.58,7,4,47,34,43,29,36,35,35,37,31,50,30,46,"clay "
"Munich (Germany), clay - Semi-finals","1","30.04.2016 17:05","Fognini F.",38,0,"3",2,3,0.64,4,1,42,25,37,4,20,1,31,12,17,35,1,17,"clay "
"Munich (Germany), clay - Semi-finals","1","02.05.2015 15:45","Bautista-Agut R.",17,0,"3.25",3,2,0.69,4,3,34,29,34,21,18,8,28,21,21,41,2,27,"clay "
"Munich (Germany), clay - Semi-finals","1","02.05.2015 17:45","Melzer G.",91,1,"8",5,0,0.64,5,3,30,42,39,17,31,38,29,25,23,40,10,31,"clay "
"Munich (Germany), clay - Semi-finals","1","03.05.2014 14:10","Haas T.",1032,0,"1.44",1,1,0.72,5,2,16,37,23,10,34,24,19,22,16,20,6,17,"clay "
"Munich (Germany), clay - Semi-finals","1","03.05.2014 15:35","Struff J-L.",78,0,"4.33",0,0,0.64,4,1,33,22,35,17,26,1,24,21,18,24,1,14,"clay "
"Newport (USA), grass - Final","0","17.07.2016 22:10","Karlovic I.",23,2,"1.8",27,10,0.65,5,3,60,39,23,9,26,11,48,18,27,65,49,37,"grass "
"Newport (USA), grass - Final","1","19.07.2015 21:10","Karlovic I.",23,1,"1.3",19,4,0.68,7,3,57,47,2,8,29,16,50,17,27,2,49,40,"grass "
"Newport (USA), grass - Final","1","13.07.2014 21:10","Karlovic I.",23,1,"1.9",26,10,0.57,6,3,50,23,41,4,23,16,33,19,23,47,6,32,"grass "
"Newport (USA), grass - Quarter-finals","0","15.07.2016 00:20","Baghdatis M.",44,2,"1.36",2,4,0.52,5,5,36,32,37,47,36,41,27,47,31,41,50,52,"grass "
"Newport (USA), grass - Quarter-finals","0","15.07.2016 18:00","Karlovic I.",23,2,"1.16",16,4,0.72,5,5,55,50,1,26,18,3,50,26,34,2,15,50,"grass "
"Newport (USA), grass - Quarter-finals","0","15.07.2016 20:10","Young D.",57,2,"4.33",8,2,0.63,6,3,53,40,2,19,37,38,43,32,33,2,30,57,"grass "
"Newport (USA), grass - Quarter-finals","1","15.07.2016 21:40","Mannarino A.",55,1,"2.1",4,2,0.6,7,3,45,34,12,15,25,11,35,26,23,36,10,23,"grass "
"Newport (USA), grass - Quarter-finals","1","16.07.2015 20:05","Mannarino A.",55,1,"1.61",9,5,0.55,7,3,48,37,56,11,47,38,37,23,25,59,18,43,"grass "
"Newport (USA), grass - Quarter-finals","1","16.07.2015 23:00","Ito T.",130,1,"1.9",5,0,0.66,5,1,41,48,23,11,17,1,39,18,23,57,1,27,"grass "
"Newport (USA), grass - Quarter-finals","0","17.07.2015 20:10","Karlovic I.",23,2,"1.44",23,2,0.68,5,5,59,50,1,16,17,38,52,20,32,2,2,44,"grass "
"Newport (USA), grass - Quarter-finals","0","17.07.2015 21:35","Sock J.",28,0,"1.28",0,0,0,2,0,1,3,1,13,1,1,2,12,20,1,1,1,"grass "
"Newport (USA), grass - Semi-finals","0","16.07.2016 21:10","Muller G.",37,2,"1.44",18,3,0.71,5,3,68,59,1,35,28,24,62,34,37,2,15,50,"grass "
"Newport (USA), grass - Semi-finals","0","16.07.2016 23:10","Karlovic I.",23,2,"1.8",17,3,0.59,6,2,55,61,1,20,22,1,52,23,29,2,1,37,"grass "
"Newport (USA), grass - Semi-finals","1","18.07.2015 21:10","Smith J. P.",267,0,"2.5",6,1,0.64,6,2,36,42,12,9,25,24,34,21,23,53,67,32,"grass "
"Newport (USA), grass - Semi-finals","0","18.07.2015 23:15","Karlovic I.",23,2,"1.57",14,2,0.61,8,3,60,53,37,26,14,16,52,27,32,62,11,42,"grass "
"Newport (USA), grass - Semi-finals","0","12.07.2014 21:40","Karlovic I.",23,2,"1.5",9,6,0.58,6,3,59,47,2,4,19,50,49,24,32,2,13,47,"grass "
"Newport (USA), grass - Semi-finals","0","12.07.2014 23:10","Hewitt L.",453,2,"1.72",4,2,0.55,8,5,54,64,1,49,34,22,52,45,41,2,47,66,"grass "
"Nice (France), clay - Final","1","21.05.2016 15:40","Zverev A.",29,1,"4.33",2,9,0.58,5,4,29,26,8,22,30,34,21,31,20,24,24,27,"clay "
"Nice (France), clay - Final","0","23.05.2015 15:40","Thiem D.",10,2,"1.72",7,4,0.65,7,3,53,47,2,26,12,2,47,22,28,2,49,41,"clay "
"Nice (France), clay - Final","0","24.05.2014 15:40","Gulbis E.",101,2,"1.33",9,6,0.54,8,5,62,43,2,33,22,24,47,32,33,2,15,50,"clay "
"Nice (France), clay - Quarter-finals","1","19.05.2016 12:55","Anderson K.",25,0,"1.66",10,2,0.59,5,1,45,47,37,12,22,1,40,16,23,54,1,29,"clay "
"Nice (France), clay - Quarter-finals","1","19.05.2016 14:55","Simon G.",32,1,"1.57",4,4,0.6,7,3,37,40,12,25,26,11,32,28,24,47,6,32,"clay "
"Nice (France), clay - Quarter-finals","1","19.05.2016 18:10","Pella G.",51,1,"1.33",6,4,0.66,6,3,33,34,41,25,34,10,29,28,23,44,12,32,"clay "
"Nice (France), clay - Quarter-finals","1","19.05.2016 18:20","Seppi A.",88,0,"5.5",4,2,0.55,4,1,41,34,28,5,14,1,31,12,19,38,1,20,"clay "
"Nice (France), clay - Quarter-finals","0","21.05.2015 12:55","Isner J.",22,2,"1.33",8,0,0.69,5,3,47,57,2,10,39,24,46,22,28,2,67,42,"clay "
"Nice (France), clay - Quarter-finals","1","21.05.2015 14:35","Gulbis E.",101,0,"2.25",3,6,0.51,5,2,31,34,35,18,39,24,25,29,22,28,4,20,"clay "
"Nice (France), clay - Quarter-finals","1","21.05.2015 16:40","Monaco J.",95,0,"1.44",0,1,0.8,6,1,26,72,41,14,45,1,33,28,23,49,1,24,"clay "
"Nice (France), clay - Quarter-finals","0","21.05.2015 18:50","Coric B.",40,2,"1.3",5,1,0.67,6,2,43,33,37,38,46,28,36,44,33,41,38,44,"clay "
"Nice (France), clay - Semi-finals","0","20.05.2016 15:45","Zverev A.",29,2,"1.57",7,8,0.62,5,3,36,36,37,29,41,35,31,34,28,50,28,44,"clay "
"Nice (France), clay - Semi-finals","1","20.05.2016 18:15","Mannarino A.",55,0,"7",0,0,0.61,5,1,21,33,33,4,9,3,20,10,13,16,6,14,"clay "
"Nice (France), clay - Semi-finals","1","22.05.2015 15:40","Isner J.",22,0,"1.57",11,1,0.73,5,1,47,15,52,9,24,38,36,17,22,51,67,30,"clay "
"Nice (France), clay - Semi-finals","0","22.05.2015 17:30","Mayer L.",131,2,"1.44",9,3,0.61,7,5,43,50,2,15,36,3,40,22,30,2,15,50,"clay "
"Nice (France), clay - Semi-finals","0","23.05.2014 15:40","Gulbis E.",101,2,"1.28",4,6,0.48,7,9,67,28,55,50,28,59,39,51,40,59,58,66,"clay "
"Nice (France), clay - Semi-finals","1","23.05.2014 17:15","Simon G.",32,0,"1.61",1,1,0.51,4,3,21,53,35,11,30,24,29,27,23,28,4,20,"clay "
"Nottingham (United Kingdom), grass - Final","1","25.06.2016 18:20","Cuevas P.",20,0,"2.62",8,3,0.54,8,3,46,33,12,15,20,3,33,19,22,54,62,33,"grass "
"Nottingham (United Kingdom), grass - Final","1","27.06.2015 16:10","Querrey S.",31,0,"1.44",12,6,0.64,6,4,51,25,23,19,31,24,37,26,25,54,10,37,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","1","23.06.2016 14:15","Dolgopolov A.",58,0,"2.1",3,2,0.64,5,2,28,52,37,69,50,3,32,23,22,38,2,24,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","0","23.06.2016 15:40","Cuevas P.",20,2,"3.75",11,6,0.61,6,2,44,36,50,8,31,24,36,23,26,59,6,37,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","0","23.06.2016 18:25","Seppi A.",88,2,"1.3",4,3,0.62,8,3,46,50,1,18,28,20,42,24,27,65,6,40,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","0","24.06.2016 14:15","Johnson S.",21,2,"2.62",13,2,0.67,7,3,49,51,23,11,31,24,45,21,28,59,5,37,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","1","25.06.2015 14:15","Bolelli S.",211,0,"2.2",3,2,0.68,4,1,39,48,48,17,4,1,37,14,22,51,1,27,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","0","25.06.2015 15:45","Istomin D.",107,2,"1.66",13,3,0.67,7,3,55,36,2,13,33,24,44,20,28,2,49,42,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","1","25.06.2015 18:30","Simon G.",32,1,"1.61",7,2,0.58,7,3,50,52,23,10,42,28,45,24,28,53,11,37,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","1","25.06.2015 20:45","Lu Y.H.",72,1,"2.5",9,2,0.76,7,3,42,21,43,24,24,33,34,28,25,52,12,37,"grass "
"Nottingham (United Kingdom), grass - Semi-finals","0","24.06.2016 14:40","Cuevas P.",20,2,"3.5",13,3,0.66,6,3,56,42,50,5,22,16,46,17,26,64,49,35,"grass "
"Nottingham (United Kingdom), grass - Semi-finals","1","24.06.2016 17:00","Seppi A.",88,0,"2.2",3,4,0.64,5,1,43,36,12,6,45,1,36,22,24,51,1,27,"grass "
"Nottingham (United Kingdom), grass - Semi-finals","0","26.06.2015 14:15","Istomin D.",107,0,"2.5",0,1,0.5,2,1,38,23,1,27,54,1,23,39,25,24,1,20,"grass "
"Nottingham (United Kingdom), grass - Semi-finals","0","26.06.2015 15:20","Querrey S.",31,2,"1.9",22,1,0.76,8,5,44,44,37,22,38,21,42,29,30,59,13,42,"grass "
"Olympic Games (World), hard - 1/8-finals","0","11.08.2016 17:05","Johnson S.",21,2,"1.25",5,2,0.62,15,8,46,57,1,58,59,47,42,56,43,57,65,70,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 17:05","Daniel T.",104,1,"7",4,4,0.7,5,3,35,23,19,11,34,38,28,21,19,34,56,20,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 17:10","Simon G.",32,0,"4.5",3,0,0.72,6,2,32,31,19,21,52,38,28,31,25,27,23,30,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 17:10","Muller G.",37,0,"2.37",3,1,0.68,4,2,38,47,12,4,19,16,38,13,20,53,2,32,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 18:20","Goffin D.",14,0,"1.2",3,2,0.6,8,3,27,49,8,22,33,13,30,30,24,44,11,32,"hard "
"Olympic Games (World), hard - 1/8-finals","0","11.08.2016 19:35","Murray A.",2,2,"1.07",2,5,0.53,7,6,42,34,18,39,39,38,32,45,33,38,42,45,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 20:45","Cilic M.",9,1,"2.25",6,5,0.61,5,1,35,52,12,17,25,1,36,21,23,58,1,29,"hard "
"Olympic Games (World), hard - 1/8-finals","0","11.08.2016 20:50","Nishikori K.",7,2,"1.07",1,1,0.62,5,5,45,43,23,46,43,38,39,45,36,59,52,60,"hard "
"Olympic Games (World), hard - 3rd place","0","14.08.2016 19:50","Nishikori K.",7,2,"2.37",7,2,0.58,6,5,40,55,37,35,43,28,40,35,31,58,28,49,"hard "
"Olympic Games (World), hard - 3rd place","1","05.08.2012 14:40","Djokovic N.",1,0,"1.28",10,0,0.74,7,1,44,53,37,27,16,1,43,22,26,53,1,28,"hard "
"Olympic Games (World), hard - Final","0","14.08.2016 23:05","Murray A.",2,3,"1.22",10,6,0.51,8,4,43,38,23,32,54,29,33,37,29,42,36,44,"hard "
"Olympic Games (World), hard - Final","0","05.08.2012 16:15","Murray A.",2,3,"2.29",5,1,0.51,9,3,51,53,2,29,52,38,44,37,36,2,35,58,"hard "
"Olympic Games (World), hard - Quarter-finals","0","12.08.2016 18:50","Murray A.",2,2,"1.1",6,0,0.66,6,6,49,63,12,29,35,47,48,35,34,58,16,44,"hard "
"Olympic Games (World), hard - Quarter-finals","1","12.08.2016 21:00","Bellucci T.",62,1,"5.5",1,1,0.49,6,3,37,54,18,26,36,55,37,28,26,40,16,33,"hard "
"Olympic Games (World), hard - Quarter-finals","0","12.08.2016 21:25","Nishikori K.",7,2,"1.66",1,0,0.5,5,2,41,58,31,12,39,8,42,23,27,59,49,34,"hard "
"Olympic Games (World), hard - Quarter-finals","1","12.08.2016 21:25","Bautista-Agut R.",17,0,"2.3",1,0,0.54,5,3,31,40,18,31,29,47,26,32,24,34,20,33,"hard "
"Olympic Games (World), hard - Semi-finals","0","13.08.2016 18:10","Murray A.",2,2,"1.33",3,0,0.76,10,5,53,48,1,35,38,3,49,38,38,2,30,57,"hard "
"Olympic Games (World), hard - Semi-finals","1","13.08.2016 20:10","Nadal R.",5,1,"1.61",2,1,0.71,8,3,39,57,37,25,24,55,41,24,28,53,11,37,"hard "
"Olympic Games (World), hard - Semi-finals","1","03.08.2012 14:25","Del Potro J.",142,1,"6",11,5,0.7,6,2,43,46,54,17,29,20,40,21,26,64,56,38,"hard "
"Olympic Games (World), hard - Semi-finals","1","03.08.2012 20:30","Djokovic N.",1,0,"1.5",3,1,0.62,6,1,44,46,23,16,41,1,39,24,24,54,1,29,"hard "
"Paris (France), hard (indoor) - Final","1","08.11.2015 16:15","Murray A.",2,0,"4",4,2,0.54,5,2,35,25,27,27,21,3,24,23,20,28,4,20,"hard (indoor) "
"Paris (France), hard (indoor) - Final","1","02.11.2014 16:15","Raonic M.",6,0,"5",9,2,0.66,8,1,36,27,37,12,43,1,28,19,18,35,1,17,"hard (indoor) "
"Paris (France), hard (indoor) - Final","0","03.11.2013 16:10","Djokovic N.",1,2,"1.12",4,2,0.56,6,4,49,47,37,32,41,38,42,36,31,54,26,45,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","0","06.11.2015 15:15","Murray A.",2,2,"1.2",5,3,0.54,8,3,39,47,34,24,39,28,36,28,27,51,13,37,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","06.11.2015 18:15","Isner J.",22,1,"2.37",17,4,0.66,5,3,30,41,37,13,22,16,29,18,20,38,56,25,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","06.11.2015 21:15","Berdych T.",8,0,"7",8,1,0.59,5,1,51,33,2,13,30,1,38,19,23,2,1,37,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","06.11.2015 23:50","Nadal R.",5,0,"1.57",2,2,0.68,6,3,38,52,31,12,37,16,38,23,25,54,10,37,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","31.10.2014 15:10","Anderson K.",25,1,"4",12,2,0.68,5,2,46,31,27,4,34,3,37,24,25,46,6,31,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","31.10.2014 18:10","Federer R.",4,0,"1.28",8,1,0.62,5,1,59,44,23,8,23,1,48,13,25,63,1,33,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","31.10.2014 20:45","Murray A.",2,0,"3.25",5,3,0.51,5,2,39,32,39,13,28,38,28,19,20,32,2,22,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","0","31.10.2014 22:50","Nishikori K.",7,2,"1.57",3,3,0.6,7,3,39,21,12,26,44,28,26,37,26,32,30,35,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","0","01.11.2013 15:10","Djokovic N.",1,2,"1.14",2,0,0.6,9,3,42,54,2,33,40,28,41,38,35,2,30,57,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","01.11.2013 17:00","Del Potro J.",142,1,"1.9",3,2,0.65,4,3,34,38,12,10,29,38,31,15,19,42,7,30,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","01.11.2013 20:40","Gasquet R.",15,0,"5.5",5,2,0.59,4,2,40,10,4,19,24,3,22,20,17,17,6,16,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","01.11.2013 22:15","Berdych T.",8,1,"1.8",11,1,0.69,5,3,38,42,23,21,27,24,36,26,25,51,6,32,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","0","07.11.2015 15:10","Murray A.",2,2,"1.36",5,0,0.6,9,5,32,46,45,39,37,42,32,39,30,49,42,50,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","1","07.11.2015 18:10","Wawrinka S.",3,1,"6",7,1,0.66,7,5,30,42,35,19,43,20,30,26,22,30,10,25,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","0","01.11.2014 15:40","Raonic M.",6,2,"1.72",12,3,0.57,5,3,61,34,45,20,25,50,43,26,29,64,6,40,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","1","01.11.2014 18:15","Nishikori K.",7,0,"4.5",1,4,0.67,5,1,37,5,18,12,43,16,21,19,15,24,4,17,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","0","02.11.2013 15:40","Djokovic N.",1,2,"1.28",7,5,0.65,7,3,43,43,31,26,40,30,38,34,31,57,24,46,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","0","02.11.2013 18:10","Ferrer D.",13,2,"6.5",3,3,0.68,6,3,43,47,55,26,55,28,40,33,32,62,23,49,"hard (indoor) "
"Quito (Ecuador), clay - Final","0","07.02.2016 20:15","Estrella V.",84,2,"2.5",8,7,0.59,6,3,45,57,45,20,15,20,44,22,28,64,6,40,"clay "
"Quito (Ecuador), clay - Final","0","08.02.2015 20:15","Estrella V.",84,2,"3",3,2,0.72,9,3,47,50,53,24,27,33,45,27,30,65,12,43,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","05.02.2016 19:10","Carreno-Busta P.",49,1,"2.37",6,5,0.57,8,3,33,40,41,11,17,33,30,24,23,44,13,34,"clay "
"Quito (Ecuador), clay - Quarter-finals","0","05.02.2016 21:40","Lorenzi P.",39,2,"2",25,3,0.54,5,3,62,45,2,11,35,38,48,23,30,2,6,45,"clay "
