"tournament_name","winner","time","player","atp","score","odds","aces","df","fspp","fsp","ssp","bps","mpr","frp","srp","bpc","spw","rpw","tpw","mgr","sgw","rgw","tgw","tournament_court"
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2016 00:10","Olivo R.",110,1,"2.37",8,8,0.58,8,2,45,52,28,18,25,38,42,22,27,52,49,31,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2016 02:55","Lopez F.",18,0,"1.5",11,4,0.49,6,2,39,41,37,10,36,38,32,18,23,41,4,29,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2015 19:10","Montanes A.",135,0,"2.37",1,7,0.49,6,3,45,34,48,9,28,16,32,21,22,51,67,30,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2015 21:10","Klizan M.",30,0,"1.28",1,3,0.58,9,2,24,22,10,13,24,3,17,18,14,16,6,14,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2015 22:35","Lajovic D.",60,1,"3",7,5,0.54,5,2,38,46,28,18,23,8,35,23,23,50,56,28,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","07.02.2015 02:05","Lorenzi P.",39,0,"3.25",1,3,0.65,5,1,25,28,18,2,13,1,22,12,10,19,1,9,"clay "
"Quito (Ecuador), clay - Semi-finals","0","06.02.2016 20:10","Bellucci T.",62,2,"1.53",4,6,0.58,13,3,40,62,41,27,43,20,43,35,32,56,24,45,"clay "
"Quito (Ecuador), clay - Semi-finals","1","06.02.2016 22:40","Ramos A.",33,0,"1.5",3,3,0.62,5,1,38,36,15,2,20,3,32,13,20,41,2,27,"clay "
"Quito (Ecuador), clay - Semi-finals","1","07.02.2015 20:05","Bellucci T.",62,0,"1.44",15,8,0.55,5,2,45,29,28,19,38,24,32,28,24,46,10,33,"clay "
"Quito (Ecuador), clay - Semi-finals","1","08.02.2015 01:50","Verdasco F.",47,0,"1.5",4,7,0.7,7,3,40,40,23,20,37,8,36,29,25,54,10,37,"clay "
"Rio de Janeiro (Brazil), clay - Final","1","21.02.2016 23:45","Pella G.",51,1,"3",4,0,0.71,6,1,45,44,12,15,26,1,41,20,24,59,1,31,"clay "
"Rio de Janeiro (Brazil), clay - Final","0","22.02.2015 23:10","Ferrer D.",13,2,"1.25",3,1,0.64,7,4,36,57,50,43,43,24,39,40,34,60,42,57,"clay "
"Rio de Janeiro (Brazil), clay - Final","1","23.02.2014 22:15","Dolgopolov A.",58,0,"5.5",10,1,0.45,4,3,44,36,12,14,37,16,31,21,21,51,67,30,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","0","19.02.2016 18:45","Pella G.",51,2,"1.4",4,4,0.68,8,5,45,42,28,26,31,42,40,36,32,52,26,45,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","1","19.02.2016 21:45","Delbonis F.",43,0,"2.62",3,1,0.59,7,2,44,38,34,22,36,24,36,26,26,44,11,32,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","1","20.02.2016 02:30","Ferrer D.",13,0,"1.5",2,1,0.6,6,3,29,33,27,17,24,16,25,25,19,24,4,17,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","0","20.02.2015 20:15","Ferrer D.",13,2,"1.16",4,3,0.54,5,5,38,57,41,18,45,58,40,33,32,57,24,46,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","0","20.02.2015 22:45","Haider-Maurer A.",379,2,"1.66",7,5,0.69,4,3,39,46,6,18,24,24,37,24,25,42,13,32,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","1","21.02.2015 01:40","Delbonis F.",43,1,"2.5",8,9,0.55,6,4,45,34,37,29,29,14,33,30,26,47,11,34,"clay "
"Rio de Janeiro (Brazil), clay - Quarter-finals","1","21.02.2015 05:15","Cuevas P.",20,1,"5.5",6,3,0.5,6,3,37,39,29,17,16,3,30,20,21,36,7,26,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","1","20.02.2016 23:15","Thiem D.",10,0,"1.14",3,3,0.67,5,1,27,35,35,12,34,1,25,19,19,28,1,17,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","0","21.02.2016 02:00","Cuevas P.",20,2,"5",11,4,0.61,6,3,47,49,53,31,33,21,42,31,30,59,11,40,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","0","21.02.2015 22:25","Ferrer D.",13,2,"1.07",0,2,0.54,10,6,38,36,8,51,49,56,30,53,36,38,57,55,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","0","22.02.2015 00:20","Fognini F.",38,2,"8",2,5,0.65,10,6,39,37,27,30,33,42,33,36,29,40,28,39,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","1","22.02.2014 22:10","Ferrer D.",13,0,"1.22",2,1,0.71,5,1,26,42,40,16,34,16,27,26,22,41,2,27,"clay "
"Rio de Janeiro (Brazil), clay - Semi-finals","1","23.02.2014 00:10","Andujar-Alba P.",650,1,"21",0,0,0.76,6,3,39,49,23,21,40,12,39,31,27,57,13,39,"clay "
"Rome (Italy), clay - Final","0","15.05.2016 18:15","Murray A.",2,2,"2.75",5,1,0.64,6,3,53,38,2,32,39,38,42,35,34,2,26,54,"clay "
"Rome (Italy), clay - Final","1","17.05.2015 18:00","Federer R.",4,0,"3.5",7,1,0.63,6,1,48,25,31,9,20,1,34,13,20,49,1,24,"clay "
"Rome (Italy), clay - Final","0","18.05.2014 17:20","Djokovic N.",1,2,"2.1",7,0,0.63,9,3,42,46,12,41,41,33,38,40,33,42,36,44,"clay "
"Rome (Italy), clay - Quarter-finals","0","13.05.2016 15:35","Murray A.",2,2,"1.25",3,3,0.57,12,6,37,40,18,50,57,38,32,51,36,32,61,55,"clay "
"Rome (Italy), clay - Quarter-finals","1","13.05.2016 17:35","Nadal R.",5,0,"3.4",2,1,0.83,6,3,30,59,37,30,19,50,34,27,26,46,10,33,"clay "
"Rome (Italy), clay - Quarter-finals","0","13.05.2016 22:10","Nishikori K.",7,2,"1.44",1,0,0.71,8,5,42,52,50,33,41,21,41,35,33,62,23,49,"clay "
"Rome (Italy), clay - Quarter-finals","0","15.05.2015 13:10","Ferrer D.",13,2,"1.2",6,3,0.61,5,3,43,45,15,28,48,20,38,37,31,50,30,46,"clay "
"Rome (Italy), clay - Quarter-finals","0","15.05.2015 15:10","Federer R.",4,2,"1.53",2,0,0.6,5,4,57,43,45,36,29,58,46,35,36,60,37,54,"clay "
"Rome (Italy), clay - Quarter-finals","1","15.05.2015 17:10","Nishikori K.",7,1,"4.5",6,2,0.61,5,3,32,50,23,9,36,24,34,20,22,46,62,27,"clay "
"Rome (Italy), clay - Quarter-finals","1","15.05.2015 22:40","Nadal R.",5,0,"1.16",1,0,0.7,5,2,38,26,18,30,30,13,31,31,25,32,13,27,"clay "
"Rome (Italy), clay - Quarter-finals","1","16.05.2014 13:10","Chardy J.",56,1,"3.4",8,3,0.61,5,3,45,31,27,6,48,20,34,23,23,42,6,28,"clay "
"Rome (Italy), clay - Quarter-finals","0","16.05.2014 15:40","Dimitrov G.",24,1,"1.44",2,0,0.63,10,5,44,78,2,48,37,16,52,43,40,2,42,60,"clay "
"Rome (Italy), clay - Quarter-finals","0","16.05.2014 17:15","Djokovic N.",1,2,"1.33",3,2,0.62,8,3,39,44,23,30,41,24,36,32,29,52,20,42,"clay "
"Rome (Italy), clay - Quarter-finals","1","16.05.2014 22:20","Murray A.",2,1,"5.5",5,4,0.64,10,5,41,21,37,27,37,30,28,31,27,42,24,39,"clay "
"Rome (Italy), clay - Semi-finals","0","14.05.2016 16:25","Murray A.",2,2,"1.07",5,1,0.59,8,5,62,70,1,30,47,38,59,43,42,2,47,66,"clay "
"Rome (Italy), clay - Semi-finals","1","14.05.2016 21:10","Nishikori K.",7,1,"5.5",4,2,0.62,5,3,33,47,55,24,38,28,33,28,27,58,13,40,"clay "
"Rome (Italy), clay - Semi-finals","1","16.05.2015 16:05","Ferrer D.",13,0,"6",1,1,0.73,6,1,49,26,31,27,26,1,40,25,24,51,1,27,"clay "
"Rome (Italy), clay - Semi-finals","0","16.05.2015 21:10","Federer R.",4,2,"1.53",6,1,0.73,11,5,51,52,23,24,49,50,48,36,37,60,37,54,"clay "
"Rome (Italy), clay - Semi-finals","0","17.05.2014 15:25","Djokovic N.",1,2,"1.12",3,1,0.72,7,3,42,56,56,18,41,21,42,27,28,65,11,42,"clay "
"Rome (Italy), clay - Semi-finals","1","17.05.2014 21:15","Dimitrov G.",24,0,"4",2,3,0.63,5,1,30,14,18,28,20,1,19,25,16,24,1,14,"clay "
"Rotterdam (Netherlands), hard - 1/16-finals","1","11.02.2014 12:10","Istomin D.",107,0,"2.1",NA,NA,NA,NA,NA,27,NA,NA,16,NA,38,2,NA,2,38,NA,NA,"hard "
"Rotterdam (Netherlands), hard - 1/16-finals","1","11.02.2014 14:00","Rosol L.",82,0,"5.5",NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,2,NA,2,24,NA,NA,"hard "
"Rotterdam (Netherlands), hard - 1/16-finals","0","11.02.2014 15:20","Sijsling I.",111,2,"2.37",NA,NA,NA,NA,NA,43,NA,NA,46,NA,NA,2,NA,2,2,NA,NA,"hard "
"Rotterdam (Netherlands), hard - 1/16-finals","0","11.02.2014 20:45","Dimitrov G.",24,2,"1.25",NA,NA,NA,NA,NA,34,NA,NA,52,NA,38,2,NA,2,46,NA,NA,"hard "
"Rotterdam (Netherlands), hard - 1/16-finals","1","11.02.2014 23:05","Benneteau J.",251,1,"2.62",NA,NA,NA,NA,NA,48,NA,NA,32,NA,NA,2,NA,2,2,NA,NA,"hard "
"Rotterdam (Netherlands), hard - Final","1","14.02.2016 16:45","Monfils G.",12,1,"1.28",12,3,0.63,6,1,39,28,39,26,18,6,30,23,22,36,56,23,"hard "
"Rotterdam (Netherlands), hard - Final","0","15.02.2015 16:40","Wawrinka S.",3,2,"2.1",3,1,0.64,8,5,48,40,23,24,38,38,40,31,30,58,14,42,"hard "
"Rotterdam (Netherlands), hard - Final","1","16.02.2014 16:10","Cilic M.",9,0,"2.75",8,4,0.54,5,1,46,32,8,10,23,1,33,15,18,38,1,20,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","12.02.2016 13:45","Troicki V.",35,0,"1.33",5,0,0.61,5,1,21,35,27,5,29,1,21,19,15,19,1,9,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","12.02.2016 15:40","Bautista-Agut R.",17,1,"1.36",5,5,0.74,7,3,42,26,29,15,28,16,35,24,25,38,6,27,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","12.02.2016 20:40","Cilic M.",9,1,"1.44",15,4,0.55,5,3,42,39,48,16,30,38,34,23,24,57,56,33,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","12.02.2016 23:15","Zverev A.",29,0,"3.75",4,4,0.65,7,3,44,32,37,16,18,5,36,23,24,51,67,30,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","1","13.02.2015 14:00","Monfils G.",12,0,"3.5",7,2,0.64,4,1,38,25,37,5,45,1,28,19,18,35,1,17,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","0","13.02.2015 15:35","Simon G.",32,2,"6.5",3,1,0.57,7,5,32,50,37,32,67,59,33,49,35,49,46,54,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","0","13.02.2015 20:40","Wawrinka S.",3,2,"1.3",9,1,0.62,6,3,49,73,37,12,59,30,53,25,33,62,13,44,"hard "
"Rotterdam (Netherlands), hard - Quarter-finals","0","13.02.2015 22:20","Raonic M.",6,2,"1.14",6,1,0.69,5,3,44,55,31,16,43,30,43,25,27,57,8,39,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","0","13.02.2016 15:10","Klizan M.",30,2,"1.9",9,4,0.58,5,3,53,37,50,12,40,24,41,23,28,65,12,43,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","1","13.02.2016 21:10","Kohlschreiber P.",27,0,"2.37",1,0,0.49,5,1,48,23,15,12,24,1,28,22,19,35,1,17,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","0","14.02.2015 15:15","Berdych T.",8,2,"1.36",3,0,0.64,11,5,67,67,1,43,58,58,62,49,48,2,47,66,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","1","14.02.2015 20:40","Raonic M.",6,0,"2.3",15,0,0.7,7,1,57,49,2,11,24,1,51,18,27,2,1,37,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","0","15.02.2014 15:10","Berdych T.",8,2,"1.53",7,3,0.7,9,5,57,28,2,27,40,3,45,33,36,2,30,57,"hard "
"Rotterdam (Netherlands), hard - Semi-finals","0","15.02.2014 20:40","Cilic M.",9,2,"1.33",15,6,0.56,6,5,57,40,31,16,50,22,44,33,31,58,22,46,"hard "
"San Jose (USA) - Qualification, hard - Final","1","11.02.2013 19:45","Chvojka E.",NA,1,"4",0,0,1,4,2,28,1,31,35,1,42,30,32,26,35,26,35,""
"San Jose (USA) - Qualification, hard - Final","0","11.02.2013 22:00","Sweeting R.",NA,2,"1.9",0,0,1,6,3,33,1,43,31,1,26,35,29,27,46,17,35,""
"San Jose (USA) - Qualification, hard - Final","0","12.02.2013 02:10","De Voest R.",NA,2,"3.25",0,0,1,7,3,37,1,48,33,1,33,39,31,30,53,20,42,""
"San Jose (USA) - Qualification, hard - Final","0","12.02.2013 04:05","Young D.",57,2,"1.66",0,0,1,5,3,37,1,31,37,1,30,39,34,32,51,37,50,""
"San Jose (USA) - Qualification, hard - Final","1","13.02.2012 19:40","Bhambri Y.",171,0,"1.33",NA,NA,1,5,2,25,NA,35,31,NA,24,27,29,23,32,13,27,""
"San Jose (USA) - Qualification, hard - Final","0","13.02.2012 21:25","Smyczek T.",115,1,"2.62",NA,NA,1,7,3,43,NA,1,33,NA,3,45,31,36,2,22,54,""
"San Jose (USA) - Qualification, hard - Final","1","13.02.2012 22:10","Strode B.",NA,1,"3.25",NA,NA,1,7,2,36,NA,45,22,NA,1,36,21,24,59,1,32,""
"San Jose (USA) - Qualification, hard - Final","1","14.02.2012 00:50","Gregorc L.",NA,0,"1.83",NA,NA,1,3,1,12,NA,14,10,NA,1,14,9,8,11,1,5,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","09.02.2013 19:10","Lajola D.",NA,1,"1.66",0,0,1,2,1,38,1,53,33,1,50,40,31,32,60,18,46,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","09.02.2013 19:15","Herbert P.",76,0,"2.75",0,0,1,7,3,33,1,1,19,1,11,35,18,22,41,2,27,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","09.02.2013 20:30","Wettengel C.",NA,2,"2.2",0,0,1,6,2,41,1,56,25,1,1,43,23,27,65,1,34,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","09.02.2013 20:30","Sweeting R.",NA,2,"1.2",0,0,1,9,10,38,1,2,61,1,38,40,57,42,2,65,73,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","09.02.2013 21:45","Molchanov D.",383,2,"1.28",0,0,1,6,3,38,1,31,40,1,35,40,38,32,51,38,49,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","09.02.2013 23:15","Boe-Wiegaard W.",NA,0,"26",0,0,1,4,2,19,1,10,19,1,30,21,18,14,20,15,20,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","09.02.2013 23:15","Wang J.",352,0,"1.2",0,0,1,6,2,25,1,6,33,1,13,27,31,22,32,13,27,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","10.02.2013 00:15","Buchanan C.",710,0,"2",0,0,1,6,3,25,1,31,14,1,3,27,13,15,32,2,22,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 01:00","Monroe N.",NA,2,"3.75",0,0,1,5,9,41,1,23,39,1,3,43,36,34,62,38,55,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","10.02.2013 01:25","Zivkovic D.",NA,0,"5",0,0,1,5,1,22,1,34,16,1,1,24,15,15,35,1,17,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 02:20","Young D.",57,2,"1.01",0,0,1,7,4,36,1,23,42,1,17,38,39,31,41,42,47,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 02:35","Stadler S.",NA,2,"3",0,0,1,7,3,40,1,31,41,1,24,42,38,33,56,26,47,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 04:10","Jung J.",168,2,"4",0,0,1,6,3,34,1,41,36,1,47,36,33,30,56,18,43,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","10.02.2013 04:30","Bakalov B.",NA,0,"26",0,0,1,4,2,21,1,35,28,1,38,23,26,20,16,6,14,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 05:55","De Voest R.",NA,2,"1.53",0,0,1,6,3,52,1,2,40,1,11,54,37,36,2,26,54,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","10.02.2013 06:00","Farah R.",NA,2,"1.22",0,0,1,5,4,32,1,40,35,1,38,34,32,27,51,24,42,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 19:10","Benneteau A.",NA,0,"4",NA,NA,1,11,3,39,NA,45,17,NA,3,41,16,25,63,62,37,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 19:15","Duclos P.",NA,1,"1.83",NA,NA,1,6,5,35,NA,31,30,NA,38,37,28,28,58,14,42,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 21:25","Ouellette G.",NA,0,"3.4",NA,NA,1,4,1,38,NA,53,7,NA,1,40,6,17,61,1,30,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","11.02.2012 22:00","Smyczek T.",115,2,"1.33",NA,NA,1,7,4,34,NA,23,52,NA,38,36,49,36,41,46,50,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","11.02.2012 22:45","Lajola D.",NA,2,"1.18",NA,NA,1,10,3,36,NA,45,42,NA,38,38,39,34,60,37,54,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 23:15","Wettengel C.",NA,0,"9",NA,NA,1,6,1,29,NA,8,17,NA,1,31,16,18,35,1,17,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","11.02.2012 23:55","Gast J.",NA,0,"34",NA,NA,1,4,1,22,NA,12,1,NA,1,24,1,11,28,1,17,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 00:35","Reix C.",NA,1,"2.2",NA,NA,1,5,5,29,NA,40,27,NA,16,31,25,22,51,6,32,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 01:00","Begemann A.",NA,1,"1.36",NA,NA,1,5,3,36,NA,8,31,NA,38,38,29,27,51,6,34,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","12.02.2012 02:50","Almeida C.",NA,2,"5",NA,NA,1,7,4,31,NA,34,26,NA,47,33,24,25,48,16,37,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 03:15","Novikov D.",120,0,"9",NA,NA,1,5,3,25,NA,31,32,NA,24,27,30,23,28,13,24,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 04:35","Edlefsen N.",NA,0,"8",NA,NA,1,5,1,40,NA,23,17,NA,1,42,15,22,53,1,28,""
"San Jose (USA) - Qualification, hard - Quarter-finals","0","12.02.2012 04:40","Kutrovsky D.",645,2,"1.66",NA,NA,1,7,3,42,NA,1,36,NA,3,44,33,33,62,20,46,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 05:50","McClune M.",NA,1,"3.75",NA,NA,1,7,3,35,NA,50,10,NA,3,36,9,22,56,56,31,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 06:05","Moser F.",865,0,"3.5",NA,NA,1,7,1,31,NA,40,22,NA,1,32,21,23,41,1,24,""
"San Jose (USA) - Qualification, hard - Quarter-finals","1","12.02.2012 07:35","Salamanca C.",NA,1,"1.44",NA,NA,1,4,3,28,NA,37,31,NA,16,30,29,24,42,11,29,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","10.02.2013 20:10","Sweeting R.",NA,2,"1.1",0,0,1,5,6,42,1,2,43,1,24,44,40,35,2,42,60,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","10.02.2013 20:10","Lajola D.",NA,0,"4",0,0,1,5,2,11,1,14,26,1,6,13,24,13,11,6,9,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","10.02.2013 21:15","Molchanov D.",383,0,"3.5",0,0,1,4,1,21,1,15,27,1,38,23,25,20,24,10,20,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","10.02.2013 21:40","Meister N.",289,0,"2",0,0,1,4,1,25,1,1,26,1,38,27,24,19,38,2,24,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","10.02.2013 22:25","Monroe N.",NA,1,"6.5",0,0,1,4,1,25,1,23,35,1,47,27,32,24,38,16,31,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","10.02.2013 23:10","Young D.",57,2,"1.18",0,0,1,9,3,40,1,1,40,1,26,42,37,32,53,33,49,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","11.02.2013 00:15","Jung J.",168,0,"9",0,0,1,5,1,24,1,23,19,1,3,26,18,19,28,4,20,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","11.02.2013 01:35","Farah R.",NA,0,"1.83",0,0,1,7,2,28,1,35,29,1,11,30,27,24,32,11,25,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","12.02.2012 20:10","Bhambri Y.",171,2,"1.72",NA,NA,1,5,4,42,NA,2,36,NA,3,44,32,33,2,26,54,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","12.02.2012 20:10","Smyczek T.",115,2,"1.72",NA,NA,1,5,4,21,NA,31,65,NA,59,17,63,36,38,66,64,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","12.02.2012 21:25","Lajola D.",NA,2,"7",NA,NA,1,5,4,31,NA,31,37,NA,33,33,34,28,53,20,42,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","12.02.2012 21:40","Kim K.",NA,1,"4.5",NA,NA,1,7,2,28,NA,29,30,NA,3,30,28,24,38,6,27,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","12.02.2012 23:20","Strode B.",NA,2,"1.11",NA,NA,1,6,7,44,NA,2,49,NA,38,46,46,38,2,42,60,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","13.02.2012 00:35","Simmonds P.",1177,0,"3",NA,NA,1,4,2,25,NA,1,33,NA,38,27,31,23,32,11,25,""
"San Jose (USA) - Qualification, hard - Semi-finals","0","13.02.2012 02:20","Kutrovsky D.",645,1,"3.25",NA,NA,1,6,2,33,NA,1,31,NA,50,35,29,25,54,22,41,""
"San Jose (USA) - Qualification, hard - Semi-finals","1","13.02.2012 03:30","Cox D.",525,1,"1.72",NA,NA,1,6,4,30,NA,18,28,NA,47,32,26,24,46,11,32,""
"San Jose (USA), hard - 1/16-finals","1","12.02.2013 05:40","Soeda G.",147,1,"2.25",0,0,1,3,2,32,1,18,29,1,24,34,27,25,42,14,33,"hard "
"San Jose (USA), hard - 1/16-finals","1","12.02.2013 07:45","Klahn B.",NA,0,"3.75",0,0,1,6,2,23,1,19,31,1,30,25,29,21,24,13,22,"hard "
"San Jose (USA), hard - 1/16-finals","1","12.02.2013 19:40","Donskoy E.",79,0,"1.4",0,0,1,5,1,29,1,34,16,1,1,31,15,18,38,1,19,"hard "
"San Jose (USA), hard - 1/16-finals","0","12.02.2013 21:05","Hewitt L.",453,2,"1.4",0,0,1,5,3,32,1,39,29,1,58,34,27,26,44,18,35,"hard "
"San Jose (USA), hard - 1/16-finals","1","12.02.2013 23:50","Harrison R.",118,1,"1.44",0,0,1,6,2,30,1,31,30,1,38,32,28,25,46,5,29,"hard "
"San Jose (USA), hard - 1/16-finals","0","13.02.2013 02:30","Matosevic M.",313,2,"1.8",0,0,1,6,4,42,1,1,47,1,38,44,44,36,49,42,50,"hard "
"San Jose (USA), hard - 1/16-finals","0","13.02.2013 04:05","Istomin D.",107,2,"1.4",0,0,1,6,3,50,1,2,33,1,38,52,31,35,2,15,50,"hard "
"San Jose (USA), hard - 1/16-finals","0","13.02.2013 07:45","Smyczek T.",115,2,"2.75",0,0,1,7,3,43,1,2,35,1,47,45,32,34,2,26,54,"hard "
"San Jose (USA), hard - 1/16-finals","0","13.02.2013 19:40","Falla A.",264,2,"1.36",0,0,1,5,2,28,1,18,41,1,22,30,38,28,38,26,37,"hard "
"San Jose (USA), hard - 1/16-finals","1","13.02.2013 22:30","De Voest R.",NA,0,"2.1",0,0,1,4,3,25,1,35,27,1,24,27,25,21,32,2,22,"hard "
"San Jose (USA), hard - 1/16-finals","1","14.02.2013 01:35","Young D.",57,0,"1.8",0,0,1,5,2,21,1,5,37,1,18,23,34,23,24,20,25,"hard "
"San Jose (USA), hard - 1/16-finals","0","14.02.2013 03:20","Johnson S.",21,2,"2.1",0,0,1,9,3,47,1,2,18,1,38,49,17,28,2,49,40,"hard "
"San Jose (USA), hard - 1/16-finals","0","14.02.2012 00:10","Kamke T.",136,2,"1.25",NA,NA,1,11,3,38,NA,37,44,NA,3,40,41,36,60,37,54,"hard "
"San Jose (USA), hard - 1/16-finals","0","14.02.2012 07:20","Anderson K.",25,2,"1.66",NA,NA,1,6,1,42,NA,48,16,NA,1,44,15,25,59,1,31,"hard "
"San Jose (USA), hard - 1/16-finals","1","14.02.2012 19:35","Lajola D.",NA,1,"2.37",NA,NA,1,7,3,29,NA,10,31,NA,50,31,29,24,40,17,32,"hard "
"San Jose (USA), hard - 1/16-finals","1","14.02.2012 21:55","Smyczek T.",115,1,"2.2",NA,NA,1,7,3,40,NA,37,26,NA,30,42,24,27,58,7,39,"hard "
"San Jose (USA), hard - 1/16-finals","0","15.02.2012 00:00","Kudla D.",128,2,"1.8",NA,NA,1,6,4,28,NA,33,43,NA,38,29,40,31,38,40,44,"hard "
"San Jose (USA), hard - 1/16-finals","0","15.02.2012 02:25","Darcis S.",108,2,"1.25",NA,NA,1,5,3,38,NA,53,31,NA,11,40,29,30,63,62,37,"hard "
"San Jose (USA), hard - 1/16-finals","1","15.02.2012 06:15","Malisse X.",NA,0,"1.83",NA,NA,1,5,1,14,NA,10,25,NA,1,16,24,15,16,1,9,"hard "
"San Jose (USA), hard - 1/16-finals","0","15.02.2012 07:35","Russell M.",NA,2,"2.2",NA,NA,1,7,3,30,NA,8,48,NA,42,32,45,32,41,46,50,"hard "
"San Jose (USA), hard - 1/16-finals","1","15.02.2012 19:40","Sela D.",80,1,"1.72",NA,NA,1,7,3,27,NA,31,31,NA,33,29,29,24,40,12,31,"hard "
"San Jose (USA), hard - 1/16-finals","1","15.02.2012 22:25","Querrey S.",31,1,"1.53",NA,NA,1,7,3,36,NA,34,25,NA,7,38,23,25,52,5,32,"hard "
"San Jose (USA), hard - 1/16-finals","1","16.02.2012 00:45","Rochus O.",NA,1,"2.25",NA,NA,1,7,3,28,NA,41,31,NA,30,30,29,24,40,7,28,"hard "
"San Jose (USA), hard - 1/16-finals","1","16.02.2012 03:00","Sweeting R.",NA,0,"3.4",NA,NA,1,6,3,29,NA,55,21,NA,3,31,20,23,54,10,37,"hard "
"San Jose (USA), hard - 1/8-finals","0","14.02.2013 06:10","Isner J.",22,2,"1.36",0,0,1,9,3,44,1,23,26,1,24,46,24,27,57,6,35,"hard "
"San Jose (USA), hard - 1/8-finals","0","14.02.2013 08:20","Haas T.",1032,2,"1.44",0,0,1,7,6,50,1,2,42,1,38,52,39,39,2,42,60,"hard "
